url	titolo_originale	titolo_inglese	casa_ed	nazionalità	disegni	storia	categoria	genere	anno	volumi	stato_patria	stato_ita	disponibilità	valutazione	opinioni	serializzato	tag	utenti	trama	manga
https://www.animeclick.it/manga/14808/tales-of-xillia-side-milla	Tales of Xillia - Side;Milla	Tales of Xillia - Side;Milla	Media Factory	Giappone	hu-ko	Bandai Namco Studios	Shoujo	Avventura  Azione  Drammatico  Fantasy  Magia	2011 - 2014	5	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Comic Gene	Esperimenti  Amicizia  Passato-nascosto  Personaggio-introverso  crescita-dei-protagonisti  Passato-oscuro  Clonazione-cloni  Amici-diventano-nemici	0 In lettura, 0 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 3 Da leggere - drop rate: 100,00%	"['Trama: Manga tratto dal celebre videogame ""Tales of Xillia"" di Bandai Namco. In questa versione la storia è narrata dal punto di vista di Milla.']"	TALES OF XILLIA - SIDE;MILLA
https://www.animeclick.it/manga/22517/tamachen	Tamachen!!	Tamachen!!	Hakusensha	Giappone	Yuki Shiwasu	Yuki Shiwasu	Shoujo	Commedia  Scolastico  Sentimentale  Soprannaturale	2013	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Hana to Yume	delinquenti  Aspetto-diverso-dalla-personalità  Protagonista-gentile  Scambio-di-corpi  Protagonista-bella	0 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere - drop rate: 0,00%	['Trama: Komachi Himeno è una ragazza molto carina sempre impegnata a scuola. Onigawara Nozomi ha una faccia e una forza mostruose: tutti in classe lo temono, mentre Himeno sceglie coraggiosamente di far parte del suo stesso gruppo di pulizie. Un giorno, mentre torna a casa, Himeno si accorge che Onigawara la sta inseguendo e fugge via spaventata. Durante la corsa, però, i due cadono dalle scale e quando si risvegliano si accorgono che i loro corpi si sono scambiati...']	TAMACHEN!!
https://www.animeclick.it/manga/29877/tantei-chuudoku	Tantei Chūdoku	Detective Addiction, Detective-Holic	Enterbrain	Giappone	Kashio	Kashio	Shoujo	Giallo  Mistero	2017 - 2018	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	"""Bs-Log Comic"""	Detective-Investigatori  Omicidi-Assassinio  duo	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama:']	TANTEI CHUUDOKU
https://www.animeclick.it/manga/20056/tantei-higurashi-tabito-no-sagashimono	Tantei Higurashi Tabito no Sagashimono	"""Detective Higurashi Tabitos Sought-After Objects / Detective Tabito Higurashis finding things."""	Kadokawa Shoten	Giappone	Ryu Sugahara	Kōzaburō Yamaguchi	Shoujo	Drammatico  Mistero  Sentimentale  Slice of Life	2015	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Asuka	Detective-Investigatori  Il-passato-gioca-un-ruolo-importante  Basato-su-un-romanzo  personaggi-adulti	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere	"['Trama: Youko è una maestra d\'asilo alla ricerca del suo ""primo amore"" d\'infanzia, e l\'unico indizio in suo possesso è una statuetta che il bambino le aveva lasciato al momento del loro addio. Tabito Higurashi è un detective che, avendo perso tutti i sensi tranne la vista in seguito ad avvenimenti traumatici, ha sviluppato un\'incredibile abilità nel ""vedere"" suoni, odori, consistenze... Sfruttando quest\'abilità, l\'uomo si concentra sulla cosa che gli riesce meglio: cercare gli oggetti smarriti. Quando un giorno Youko perde la sua preziosa statuetta, ha la fortuna di poter chiedere aiuto al detective...']"	TANTEI HIGURASHI TABITO NO SAGASHIMONO
https://www.animeclick.it/manga/22255/tantei-revolution	Tantei Revolution	Detective Revolution	Shueisha	Giappone	Rina Morimoto	Rina Morimoto	Shoujo	Mistero  Sentimentale	1999	6	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Ribon	amnesia  Detective-Investigatori  identità-segreta  Personaggio-LGBT-in-un-manga-non-yaoi-yuri  Protagonista-adottato  Genitori-deceduti  Persona-scomparsa	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"['Trama: Una nuova agenzia di investigazione sta avendo molto successo grazie al suo motto, ""veloci, economici e affidabili""... in pochi, tuttavia, sanno che dietro al successo dell\'agenzia c\'è l\'incredibile talento di una singola persona: la sedicenne Seika Moranis! Un giorno la ragazza si ritrova ad indagare su uno strano caso in cui più di una persona risulta scomparsa...']"	TANTEI REVOLUTION
https://www.animeclick.it/manga/11625/tarantaranta	Taranta Ranta	Looking for Happiness	Shueisha	Giappone	Yōko Maki	Yōko Maki	Shoujo	Commedia  Drammatico  Scolastico  Sentimentale  Slice of Life	2006	2	completato	completato	Panini Comics (compralo su Amazon.it)	6,547   (#4747 in manga) (10 valutazioni con 3 recensioni)	3  0  0 - 100,00% promosso	Ribon	Triangolo-amoroso  gelosia  Amicizia  protagonista-piagnucolone  Bacio-rubato  Morte-di-una-persona-cara  protagonista-ingenua  Protagonista-bello  Relazione-senpai-kouhai  Protagonista-indifferente	3 In lettura, 139 Completo, 1 Pausa, 2 Sospeso, 1 Da rileggere, 29 Da leggere - drop rate: 1,37%	"['Trama: Qual è il segreto per trovare la felicità? È di questo che tratta questo shojo di Yoko Maki, già famosa in Italia per “I love you, baby”.', 'Hikaru, la protagonista, ha vissuto molti momenti tristi nella sua vita, ma al momento del suo ingresso alle superiori decide di lasciarsi tutto alle spalle e di impegnarsi per trovare la strada che conduce verso la felicità. Comincia addirittura a scrivere un quaderno su questa “ricerca” e a darsi anche delle regole. Ma la vita è imprevedibile, e nel suo corso irregolare e privo di logica apparente, la nostra Hikaru potrebbe scoprire che per diventare felici non servono regole, bensì l’unica cosa davvero importante è…', ""Trama tratta dal sito dell'editore italiano, Panini Comics.""]"	TARANTARANTA
https://www.animeclick.it/manga/13157/taro-kun-wa-yungaderu	Tarou-kun wa Yuganderu	Taro is Distorted	Shogakukan	Giappone	Hina Sakurada	Hina Sakurada	Shoujo	Drammatico  Psicologico  Raccolta  Sentimentale  Smut	2011	1	completato	completato	Panini Comics (compralo su Amazon.it)	7,088   (#2741 in manga) (10 valutazioni con 4 recensioni)	10  3  2 - 74,07% promosso	Cheese! Zoukan	Amici-di-infanzia  Relazione-professore-studente  Tsundere  modelle  Confessioni  Ritrovare-l-amore  Vedovi  Protagonista-basso	1 In lettura, 56 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 41 Da leggere - drop rate: 0,00%	"[""Trama: Protagonista del primo racconto è Izumi, un'adolescente in conflitto con sé stessa. Più lei vede il suo corpo cambiare e suo cugino allontanarsi da lei, più teme di trasformarsi in una persona diversa e perdere l'affetto dell'amato cugino Taro. Ma, come le ricorda lui stesso, certe volte i cambiamenti servono per permettere alle cose di rimanere come sono..."", ""Trama tratta dal sito dell'editore italiano Panini comics""]"	TARO, IL PERVERSO
https://www.animeclick.it/manga/18528/te-wo-tsunagou-yo	Te wo Tsunagou yo	"""Lets Hold Hands!"""	Shueisha	Giappone	Amu Meguro	Amu Meguro	Shoujo	Scolastico  Sentimentale	2016 - 2018	8	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	Amici-di-infanzia	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere	"[""Trama: Azuki e Daizu Kusunoki sono fratelli molto legati che vivono nel complesso Arisuno. Il loro vicino di casa, Chika Tachibana, è amico d'infanzia di Azuki e nutre per lei un sentimento d'amore. Un giorno, Mizuki e Ryuusei Hiiragi, due fratelli che hanno circa la stessa età, si trasferiscono nel complesso ed entrano a far parte del vicinato.""]"	TE WO TSUNAGOU YO
https://www.animeclick.it/manga/30576/tearmoon-empire-story	Tearmoon Teikoku Monogatari ~Dantoudai kara hajimaru, hime no tensei gyakuten story~	Tearmoon Empire Story: Beginning from the Guillotine, a Story of Reincarnated Princess Making a Turn Around	To Books	Giappone	Mizu Morino	Nozomu Mochitsuki	Shoujo	Commedia  Fantastico  Storico	2019	1	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Comic Corona	Salto-temporale  Nobiltà  Morte  regine	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: Circondata dagli sguardi pieni d'odio del suo popolo, l'egoista principessa dell'ormai in rovina Impero di Tearmoon alza un'ultima volta gli occhi al cielo prima di sentire la lama della ghigliottina cadere sulla sua testa..."", ""Solo per poi risvegliarsi come una dodicenne! Con un salto all'indietro nel tempo ed una seconda occasione a portata di mano, Mia decide di cambiare il suo destino salvando il suo Impero dai non pochi problemi che lo affliggono: un governo corrotto, conflitti con gli stati confinanti, danni causati delle calamità naturali e gravi problemi finanziari. Con l'aiuto della sua fedele servitrice Anne e del suo fidato ministro Ludwig, la principessa Mia inizia ad adoperarsi giorno e notte per cambiare la storia e, soprattutto, sfuggire alla terrificante ghigliottina!!""]"	TEARMOON EMPIRE STORY
https://www.animeclick.it/manga/13801/miseinen-dakedo-kodomo-ja-nai	Miseinen Dakedo Kodomo Janai	"""Even though Im a Minor, Im not a Child"""	Shogakukan	Giappone	Kanan Minami	Kanan Minami	Shoujo	Scolastico  Sentimentale	2012 - 2016	5	completato	completato	Star Comics (compralo su Amazon.it)	7,296   (#1627 in manga) (7 valutazioni con 2 recensioni)	31  1  3 - 89,86% promosso	Sho-Comi	Cambiamento-nello-stile-di-vita  Matrimonio-combinato  Povertà  Coppia-sposata  Personalità-falsa  Narcisismo  protagonista-ricca  protagonisti-viziati	44 In lettura, 37 Completo, 2 Pausa, 6 Sospeso, 1 Da rileggere, 61 Da leggere - drop rate: 6,67%	"[""Trama: Il manga segue la vita di Oriyama Karin, una liceale ricca e viziata. La principessina, al compimento dei suoi 16 anni, viene spinta dai genitori a sposare il bel diciottenne capitano della squadra di calcio del liceo nonché idolo delle ragazze, per via di una promessa fatta con i genitori di lui. Karin all'inizio è riottosa ma poi cede al fascino del giovane e accetta, pensando che per loro sarà tutto facile visto che sono ricchi... Ma, sorpresa, il nido che i loro genitori hanno preparato è la catapecchia da cui sono partiti per fare fortuna, e come se non bastasse vivere nel tugurio, il matrimonio deve restare un segreto...""]"	TEEN BRIDE
https://www.animeclick.it/manga/27649/teens-blues	Teens Blues	Teens Blues	Shueisha	Giappone	Nana Haruta	Nana Haruta	Shoujo	Raccolta  Scolastico  Sentimentale	2000 - 2002	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Ribon	Raccolta-di-storie-brevi	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: Raccolta di storie brevi dell'autrice. Contiene:"", '1. Teens Blues', '2. Sora iro NO ao', '3. Gokigen da ze!', '4. Sora ni saku hana', '5. Ai no ai no shirushi']"	TEENS BLUES
https://www.animeclick.it/manga/20338/teens-house	Teens House	Teens House	Shogakukan	Giappone	Yuu Yoshinaga	Yuu Yoshinaga	Shoujo	Commedia  Scolastico  Sentimentale	2013 - 2014	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	Tsundere  dormitorio-scolastico  Trasformazioni  Genitori-assenti  protagonista-impassibile	0 In lettura, 3 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere - drop rate: 0,00%	"[""Trama: In questa storia, i giovani protagonisti, ragazze e ragazzi, vivono sotto lo stesso tetto. Mahiro vive con altre persone per la prima volta e tutto ciò la rende nervosa ed eccitata allo stesso tempo. Il suo destino cambierà? Troverà l'amore oppure qualcos'altro...?""]"	TEENS HOUSE
https://www.animeclick.it/manga/14968/tegami	Tegami	Letter	Hakusensha	Giappone	Tachibana Higuchi	Tachibana Higuchi	Shoujo	Slice of Life	2014	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	sorelle  lettere	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	"['Trama: Nato inizialmente come one-shot pubblicata in appendice ad un numero di ""Alice Academy"", Tegami racconta la storia di due sorelle che vivono separate ma che mantengono il loro rapporto tramite una corrispondenza epistolare.']"	TEGAMI
https://www.animeclick.it/manga/23790/teito-hatsukoi-shinjyu	Teito Hatsukoi Shinjuu	Teito Hatsukoi Shinjuu	Shogakukan	Giappone	Miko Mitsuki	Miko Mitsuki	Shoujo	Sentimentale  Smut  Storico	2016	8	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	&Flower	Nobiltà  Epoca-Taisho  Morte-di-una-persona-cara  Coppia-sposata  Protagonista-bella  Protagonista-bello	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 6 Da leggere	['Trama: I genitori di Kaori Yoshino sono stati uccisi e lei è rimasta sola al mondo. Il misterioso conte Tamaki Misono è il figlio di una famiglia sua rivale negli affari. Kaori è attratta dal ragazzo ma il matrimonio combinato tra i due inizia senza vero amore, rendendo difficile per lei essere onesta con i suoi sentimenti. Però, nonostante Tamaki sia un amante fin troppo passionale, Kaori non riesce a non lasciarsi andare tra le sue braccia.']	TEITO HATSUKOI SHINJUU
https://www.animeclick.it/manga/21587/teki-wa-ou-sama	Teki wa Ou-sama	Teki wa Ou-sama	Hakusensha	Giappone	Keiko Ishihara	Keiko Ishihara	Shoujo	Commedia  Scolastico  Sentimentale	2012 - 2013	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	LaLa	Aspetto-diverso-dalla-personalità  protagonista-ingenua  Protagonista-maschile-popolare	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	"[""Trama: Nobara Minagawa è una studentessa al primo anno delle superiori. Dopo aver vissuto in campagna, raggiunge finalmente la grande città per frequentare la nuova scuola, e li si riunisce con Ibuki Shuwa, un ragazzo incontrato cinque anni prima ad una festa organizzata dal nonno. Il ragazzo l'aveva aiutata mentre veniva maltrattata da dei bulli e i due erano diventati amici. Però, cinque anni dopo, Ibuki appare diverso agli occhi di Nobara, come se non avesse mai conosciuto davvero quella persona... o forse sì?!""]"	TEKI WA OU-SAMA
https://www.animeclick.it/manga/31688/tekkai-no-senshi	Tekkai no Senshi	Ashidaka: The Iron Hero	Kodansha	Giappone	Ryo Sumiyoshi	Ryo Sumiyoshi	Shoujo	Azione  Fantascienza	2020	1	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Gekkan Shounen Magazine	Demoni  guerra	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	['Trama: In un mondo in cui tutti sono provvisti di arti metallici, un demone munito di centinaia di braccia minaccia la totale distruzione del mondo e di tutti coloro che lo abitano. Ma anche di fronte alla totale disperazione, un gruppo di guerrieri è pronto ad affrontare questa sfida disperata! Un giovane di nome Ashidaka, con due paia di braccia metalliche, raduna i suoi compagni per la guerra sacra che verrà...']	TEKKAI NO SENSHI
https://www.animeclick.it/manga/10363/temi-damore	Mizuiro Jidai	Aqua Age	Shogakukan	Giappone	Yū Yabūchi	Yū Yabūchi	Shoujo	Scolastico  Sentimentale  Slice of Life	1991 - 1994	7	completato	completato	Panini Comics (compralo su Amazon.it)	7,686   (#614 in manga) (15 valutazioni con 6 recensioni)	12  2  0 - 92,31% promosso	Ciao	Primo-amore  Scuola-elementare  scuola-media	3 In lettura, 53 Completo, 1 Pausa, 1 Sospeso, 1 Da rileggere, 22 Da leggere - drop rate: 1,69%	"['Trama: Mizuiro Jidai narra il percorso di crescita della protagonista Yuko Kawai, del vicino di casa di cui è innamorata Hiroshi Naganuma, della migliore amica Takako Takahata e dei coetanei che gravitano intorno a loro, dalle scuole elementari al compimento delle scuole medie, dall\'infanzia all\'adolescenza, passando per la fase della pre-adolescenza, comunemente chiamata ""età color verde acqua"" (""Mizuiro Jidai"", appunto). La serie, oltre a essere una garbatissima commedia scolastico-sentimentale, si dimostra così un validissimo ""vademecum"" per i lettori preadolescenti.', 'Composta di sette volumi originali, più un seguito successivo inedito nel nostro paese, è stata editata in Italia in quattordici volumetti di piccolo formato, mantenendo il fantasioso titolo che era stato usato per l\'edizione televisiva dell\'anime da esso tratta: ""Temi d\'amore (fra i banchi di scuola)"".']"	TEMI D'AMORE
https://www.animeclick.it/manga/11486/ten-no-hate-chi-no-kagiri	Ten no Hate Chi no Kagiri	The End of Heaven As Long As Earth Permits	Kodansha	Giappone	Waki Yamato	Waki Yamato	Shoujo	Drammatico  Sentimentale  Storico	1978	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	mimi	famiglia-reale  crescita-dei-protagonisti	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama: Nell’antico Giappone, nella terra di Asuka, vive una famosa poetessa/veggente, di nome Nukata no Ookimi. Sin dalla giovinezza, la sua bellezza e intelligenza hanno attratto molti, ma ella ha fatto voto di non sposarsi mai, ritenendo che il suo ruolo nella vita sia quello di servire come sacerdotessa per la famiglia imperiale.', 'Riuscirà l’attenzione di due potenti principi a farle cambiare idea, o rimarrà fedele alla sua iniziale aspirazione di essere una donna indipendente dai mondani desideri della vita?', '(fonte: myanimelist.net)']	TEN NO HATE CHI NO KAGIRI
https://www.animeclick.it/manga/16317/tendou-ke-monogatari	Tendouke Monogatari	The Tales of TENDO family	Hakusensha	Giappone	Ken Saitō	Ken Saitō	Shoujo	Drammatico  Sentimentale  Storico	2014	7	in corso	inedito	Nessuna	6,250   (#5041 in manga) (2 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	LaLa DX	Abbandonato-dai-genitori  Matrimonio-combinato  Dramma-familiare  Morte-di-una-persona-cara  Suicidio  Protagonista-femminile-forte  Protagonista-diligente  faida-famigliare  Protagonista-povera	9 In lettura, 0 Completo, 1 Pausa, 0 Sospeso, 0 Da rileggere, 18 Da leggere - drop rate: 0,00%	"[""Trama: Una ragazza salva dall'annegamento la terza figlia della famiglia Houjou, prendendo il suo posto come Ran Houjou, colei che dovrebbe diventare la sposa della famiglia Tendou. Il suo inganno però, viene presto scoperto...""]"	TENDOU-KE MONOGATARI
https://www.animeclick.it/manga/21717/tenkuu-no-gyokuza	Tenkuu no Gyokuza	Tenkuu no Gyokuza	Akita Shoten	Giappone	Tomo Aoki	Tomo Aoki	Shoujo	Avventura  Storico	2013	11	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Mistery Bonita	Cina  Intrighi  protagonista-femminile-innocente	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: La storia prende piede in Cina, nei tempi di una recente dinastia. Una giovane donna si ritrova nel palazzo dell'imperatrice Dowager, che detiene un grandissimo potere. Questo è l'inizio dell'avventura di Sango.""]"	TENKUU NO GYOKUZA
https://www.animeclick.it/manga/13337/tenkuu-seiryuu	Tenkuu Seiryuu	Innocent Dragon	Hakusensha	Giappone	Miyuki Yamaguchi	Miyuki Yamaguchi	Shoujo	Avventura  Azione  Drammatico  Fantasy  Sentimentale	2005	9	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Melody	Draghi  amnesia  Abilità-speciali  mostri  Passato-nascosto  Morte-di-una-persona-cara  leggende  Protagonista-innocente  Profezie	0 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 6 Da leggere - drop rate: 0,00%	['Trama: Lamkha, il figlio del lord Sanwa, salva Kanan che è collassata per strada e la porta a casa. Secondo una leggenda, un drago sacro scese dal cielo a seguito di una battaglia contro un drago nero e fu sepolto in Sanwa. Ma qual è la verità che si cela dietro a questa leggenda?']	TENKUU SEIRYUU - INNOCENT DRAGON
https://www.animeclick.it/manga/26823/tennen-bitter-chocolate	Tennen Bitter Chocolate	Natural Bitter Chocolate	Shogakukan	Giappone	Hinako Ashihara	Hinako Ashihara	Shoujo	Scolastico  Sentimentale  Sport	2001 - 2002	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	Amici-di-infanzia  Amore-a-prima-vista  tennis	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"['Trama: Chinatsu si è innamorata a prima vista di Kasai senpai, che non solo è l\'asso del club di tennis, ma è anche il ragazzo più bello della scuola. Convinta di poter avvicinarsi a lui, Chinatsu si iscrive al club di tennis femminile dove non solo scopre che gli allenamenti sono intensi, ma viene pure rifiutata da Kasai senpai. Come se non bastasse la ragazza di lui inizia a prenderla di mira! Ma come dice Iku, amico d\'infanzia di Chinatsu, ""Se non si fatica a conquistare l\'amore è noioso, no?""']"	TENNEN BITTER CHOCOLATE
https://www.animeclick.it/manga/11818/tennen-no-musume-san	Tennen no Musumesan	Tennen no Musumesan	Shogakukan	Giappone	Fuyumi Sōryō	Fuyumi Sōryō	Shoujo	Drammatico  Scolastico	1994	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	Amici-di-infanzia  Amore-a-prima-vista  tennis	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 6 Da leggere	"[""Trama: Raccolta in due volumi di storie diverse con protagonisti gli stessi personaggi di un'altra serie della Soryo, Kanojo ga Cafè ni iru""]"	TENNEN NO MUSUME-SAN
https://www.animeclick.it/manga/21586/tennen-pearl-pink	Tennen Pearl Pink	Tennen Pearl Pink	Hakusensha	Giappone	Meca Tanaka	Meca Tanaka	Shoujo	Commedia  Scolastico  Sentimentale	2002 - 2004	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	LaLa	Amici-di-infanzia  Triangolo-amoroso  Differenza-di-età  Mondo-dello-spettacolo  Morte-di-una-persona-cara  Protagonista-femminile-forte  Protagonista-maschiaccio	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"[""Trama: Il manga segue le vicende amorose della frizzante Tomoko e del serio Kanji. Il padre di Kanji gestisce un'agenzia di idol e Tomoko è la figlia della loro star di maggior successo, Shinju. Per preservare l'immagine della madre, Tomoko deve nascondere il loro rapporto di parentela, e allo stesso tempo, si impegna al massimo per diventare la moglie ideale di Kanji, onorando la promessa che i due si scambiarono da piccoli. Il fatto che Tomoko sia negata per i lavori domestici rende tutto più complicato ma la ragazza non ha nessuna intenzione di arrendersi!""]"	TENNEN PEARL PINK
https://www.animeclick.it/manga/31179/tenran-no-memento	Tenran no Memento	Azure Memento	Kadokawa Shoten	Giappone	Ichi Sayo	Ichi Sayo	Shoujo	Drammatico  Scolastico  Sentimentale  Soprannaturale	2016 - 2017	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Asuka	Scuola-superiore  Demoni  Flashback  Ricordi  Il-passato-gioca-un-ruolo-importante  Protagonista-calmo	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama: Chika Akashi ha una vita monotona ma fa un sogno ricorrente in cui vede una ragazza che indossa un kimono. Nonostante non conosca nemmeno il nome di quella ragazza, non riesce a far meno di provare un senso di nostalgia. La comparsa di un essere grottesco, che non appartiene a questo mondo, sconvolge la sua quotidianità di Chika e fa riaffiorare i suoi ricordi del passato, che erano stati sigillati.']	TENRAN NO MEMENTO
https://www.animeclick.it/manga/29443/tensei-akujo-no-kuro-rekishi	Tensei Akujo no Kuro Rekishi	"""The Dark Past of a Reincarnated Villainess, Reincarnation of a Wicked Womans Dark Past"""	Hakusensha	Giappone	Akiharu Tōka	Akiharu Tōka	Shoujo	Fantasy  Sentimentale	2018	3	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Lala	Reincarnazione  Nobiltà  Scrittore  Antieroina  isekai	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	['Trama:']	TENSEI AKUJO NO KURO REKISHI
https://www.animeclick.it/manga/26452/tenseisaki-ga-shoujo-manga-no-shirobuta-reijou-datta	Tensei saki ga shōjo manga no shiro buta reijō datta	"""I reincarnated as a white pig nobles daughter from a shoujo manga"""	Enterbrain	Giappone	Risa Hanano	Ageha Sakura	Shoujo	Commedia  Sentimentale  Soprannaturale	2018	1	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	"""Bs-Log Comic"""	Reincarnazione  protagonista-grassa  Perdita-di-peso  aristocratici  isekai	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"[""Trama: Dopo che il nonno ha annunciato l'annullamento del mio fidanzamento mi sono ricordata della mia vita passata; nello stesso momento ho realizzato che questo mondo é lo stesso del mio shōjo manga preferito. Mi sono reincarnata nella paffuta seguace dell'antagonista che cerca in ogni modo di contrastare l'eroina e quando i piani malvagi vengono alla luce, la malvagia antagonista addossa la colpa a Britney...sono un personaggio che é stato giustiziato!""]"	TENSEI SAKI GA SHOUJO MANGA NO SHIRO BUTA REIJOU DATTA
https://www.animeclick.it/manga/12238/tenshi-1-2-houteishiki	Tenshi 1/2 Hoteishiki	Angel 1/2 Equation	Hakusensha	Giappone	Banri Hidaka	Banri Hidaka	Shoujo	Commedia  Scolastico  Sentimentale	2010	9	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Hana to Yume	Trucchi  Protagonista-timida  Protagonista-timido  Protagonista-bello  Sorella-maggiore	2 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 10 Da leggere - drop rate: 0,00%	['Trama: Yuiko è una normale ragazza delle superiori che soffre di secchezza delle labbra e vorrebbe invece che fossero soffici e lisce. Per un caso fortuito, la ragazza diventa l’assistente del “principe” della scuola Sugimoto Mana, che è un anno più piccolo di lei. Riuscirà Mana a trovare una soluzione per le labbra screpolate di Yuiko?', 'Questo manga ha per protagonisti la generazione dei figli della coppia dell’opera I Hate You More than Anyone - Sekai de Ichiban Daikirai.']	TENSHI 1/2 HOUTEISHIKI
https://www.animeclick.it/manga/14156/tenshi-ga-futtekuru	Tenshi ga Futtekuru	The Angel Falls	Shueisha	Giappone	Natsumi Matsumoto	Natsumi Matsumoto	Shoujo	Commedia  Magia  Raccolta  Scolastico  Sentimentale  Soprannaturale	1994	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Ribon	Triangolo-amoroso  Superpoteri	0 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere - drop rate: 0,00%	['Trama: Raccolta di 5 storie brevi di Natsumi Matsumoto.']	TENSHI GA FUTTEKURU
https://www.animeclick.it/manga/27509/tenshi-ga-nozokimi	Tenshi ga Nozokimi - Eikoku Kizoku to Ryoumintachi no Himitsu-	Angels Peeping: The Secret between the English Nobles and People	Akita Shoten	Giappone	Naoko Moto	Naoko Moto	Shoujo	Mistero  Storico	2017	4	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Princess	Regno-Unito-Inghilterra  Epoca-vittoriana  crossdressing  protagonista-allegra  protagonista-femminile-giovane  Europa  Segreti	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama: Inghilterra, epoca vittoriana. Da poco giunta in una terra ricca di misteri, Charlotte incontra due esseri bellissimi: un affascinante gentiluomo e una ragazza a guardia di un altare. Tuttavia, sembra che i due nascondano numerosi segreti…']	TENSHI GA NOZOKIMI
